name,artist,meter,chorus_cp,verse_cp,intro_cp,outro_cp,bridge_cp,release year,energy,valence,tempo,danceability
Living In The Past,Jethro Tull,5/4,"['C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj']","['C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj', 'C:maj', 'C:maj', 'C:maj', 'Bb:maj', 'Bb:maj']","['C:1', 'C:1', 'C:1', 'F:1', 'F:1', 'C:1', 'C:1', 'C:1', 'F:1', 'F:1']","['C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'Bb:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'F:maj/3', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'F:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'F:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'F:maj', 'C:7', 'C:7', 'C:7', 'Bb:maj', 'F:maj']","['C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4', 'C:min', 'C:min', 'C:min', 'F:sus4', 'F:sus4']",1969,0.488,0.965,151.031,0.686
What's Love Got To Do With It,Tina Turner,4/4,"['E:maj', 'F#:maj', 'F#:maj', 'E:maj', 'F#:maj', 'F#:maj', 'B:maj', 'F#:maj', 'E:maj', 'F#:maj', 'B:maj', 'F#:maj', 'E:maj', 'F#:maj', 'E:maj', 'F#:maj', 'F#:maj', 'E:maj', 'F#:maj', 'F#:maj', 'B:maj', 'F#:maj', 'E:maj', 'F#:maj', 'B:maj', 'F#:maj', 'E:maj', 'F#:maj', 'C#:maj', 'G#:maj', 'F#:maj', 'G#:maj', 'C#:maj', 'G#:maj', 'F#:maj', 'G#:maj', 'C#:maj', 'G#:maj', 'F#:maj', 'G#:maj', 'C#:maj', 'G#:maj', 'F#:maj', 'G#:maj']","['G#:min7', 'G#:min7', 'F#:maj/9', 'F#:maj/9', 'G#:min7', 'G#:min7', 'F#:maj/9', 'F#:maj/9']","['G#:min7', 'G#:min7', 'F#:maj/9', 'F#:maj/9']","['C#:maj', 'G#:maj', 'F#:maj', 'G#:maj', 'C#:maj', 'G#:maj', '(2/4)', 'F#:maj']","['B:maj/9', 'C#:maj', 'B:maj/9', 'C#:maj']",1993,0.406,0.792,97.84,0.851
Take Me Down,Alabama,4/4,"['A:min', 'D:min', 'A:min', 'D:min', 'E:min', 'F:maj', 'G:sus4(b7,9)', 'A:min', 'D:min', 'A:min', 'D:min', 'E:min', 'F:maj', 'G:sus4(b7,9)']","['C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj']","['C:maj', 'C:maj', 'F:maj/5', 'F:maj/5']","['C:maj', 'G:maj/11', 'F:maj7', 'F:maj7', 'C:maj', 'G:maj/11', 'F:maj7', 'F:maj7']","['C:maj', 'C:maj', 'F:maj(9)/5', 'F:maj6/5', 'F:maj/5', 'F:maj7', 'F:maj6', 'F:maj7', 'F:maj6', 'C:maj', 'C:maj']",1980,0.281,0.489,93.994,0.748
Last Kiss,Wednesday,4/4,"['E:maj', 'C#:min', 'A:maj', 'B:maj', 'E:maj', 'C#:min', 'A:maj', 'B:maj', 'E:maj', 'C#:min', 'A:maj', 'B:maj']","['E:maj', 'C#:min', 'A:maj', 'B:maj', 'E:maj', 'C#:min', 'A:maj', 'B:maj']","['E:maj', 'C#:min', 'A:maj', 'B:maj']","['E:maj', 'C#:min', 'A:maj', 'B:maj', 'E:maj', 'C#:min', 'A:maj', 'B:maj']",[],1974,0.365,0.554,131.166,0.684
Can We Still Be Friends,Todd Rundgren,4/4,"['A:maj7(#11)', 'A:maj7(#11)', 'C#:min9', 'C#:min9', 'C#:min9/b7', 'A:maj7(#11)', 'A:maj7(#11)', 'C#:min9', 'C#:min9', 'C#:min9/b7', 'C#:min9', 'C#:min9', 'G#:min7', 'G#:min7', 'A:maj7(#11)', 'A:maj7(#11)', 'C#:min9', 'C#:min9', 'C#:min9/b7', 'C#:min9', 'C#:min9', 'G#:min9', 'G#:min9']","['A:maj7', 'G#:7', 'F#:min7', 'F#:min7', 'B:sus4(b7)', 'B:7', 'E:maj7', 'E:7', 'A:maj7', 'G#:7', 'F#:min7', 'F#:min7', 'B:sus4(b7)', 'B:7', 'E:maj7', 'E:7', 'A:maj7', 'G#:7', 'F#:min7', 'F#:min7', 'B:sus4(b7)', 'B:7', 'E:maj7', 'E:7']","['C#:min9', 'C#:min9', 'C#:min9', 'C#:min9']","['C#:min9', 'C#:min9', 'G#:min9', 'G#:min9']",[],1978,0.276,0.321,174.288,0.57
Fever,Peggy Lee,4/4,"['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min']","['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min']","['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'E:7', 'E:7', 'E:7', 'E:7', 'A:min', 'A:min', 'A:min', 'A:min']",[],"['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'F:7', 'F:7', 'F:7', 'F:7', 'Bb:min', 'Bb:min', 'Bb:min', 'Bb:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min', 'F#:7', 'F#:7', 'B:min', 'B:min', 'B:min', 'B:min']",1959,0.171,0.397,135.925,0.838
Help!,The Beatles,4/4,"['B:min', 'B:min', 'B:min', 'B:min', 'B:min/b7', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min/b7', 'B:min', 'B:min', 'B:min', 'B:min', 'B:min/b7']","['A:maj', 'A:maj', 'C#:min', 'C#:min', 'A:maj', 'A:maj', 'C#:min', 'C#:min', 'A:maj', 'A:maj', 'C#:min', 'C#:min']","['B:min', 'B:min', 'B:min/b7', 'G:maj', 'G:maj', 'G:maj/7']",[],[],1965,0.725,0.763,95.003,0.534
Sukiyaki,A Taste Of Honey,4/4,"['Ab:maj7', 'Bb:7', 'Eb:maj', 'Eb:7', 'Ab:min7', 'Db:7', 'G:min', 'C:min', 'Bb:sus4(b7)', 'Bb:7', 'Eb:maj', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'Bb:sus4', 'Eb:maj', 'G:min', 'C:min', 'Bb:maj']","['Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9', 'Eb:maj7', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'Bb:maj', 'Eb:maj', 'G:min', 'C:min', 'Bb:maj', 'Eb:maj', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'Bb:maj', 'Eb:maj', 'G:min', 'C:min', 'Bb:maj']","['Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9', 'Bb:maj', 'Ab:maj7/9']","['Eb:maj/5', 'Ab:maj7/9', 'Eb:maj/5', 'Ab:maj7/9', 'Eb:maj/5', 'Ab:maj7/9', 'Eb:maj/5', 'Ab:maj7/9']",[],1980,0.387,0.227,135.874,0.552
Philadelphia Freedom,Elton John,4/4,"['Eb:maj', 'Eb:sus4', 'Eb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj/3', 'Eb:maj', 'Eb:sus4', 'Eb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj/3', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj/3']","['Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj']","['Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Db:maj', 'Ab:maj/3', 'Bb:maj']","['Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Db:maj', 'Ab:maj/3', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Db:maj', 'Ab:maj/3', 'Bb:maj']",[],1975,0.681,0.809,125.497,0.712
His Latest Flame,Elvis Presley,4/4,[],"['G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min']","['G:maj', 'E:min', 'G:maj', 'E:min', 'G:maj', 'E:min']","['C:maj', 'D:maj', 'G:maj', 'E:min']","['D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj', 'D:maj', 'C:maj']",2002,0.917,0.893,105.289,0.661
I've Been Loving You Too Long (To Stop Now),Otis Redding,6/8,"['A:maj', 'A:maj', 'E:maj', 'E:maj', 'A:maj', 'A:maj', 'E:maj', 'E:maj', 'A:maj', 'A:maj', 'E:maj', 'E:maj', 'Bb:maj', 'Bb:maj', 'F:maj', 'F:maj']","['A:maj', 'A:maj', 'C#:maj', 'C#:maj', 'A:maj', 'A:maj', 'E:maj', 'E:maj', 'A:maj', 'A:maj', 'C#:maj', 'C#:maj']",[],"['Bb:maj', 'Bb:maj', 'Gb:maj', 'Gb:maj', 'Bb:maj', 'Bb:maj', 'Gb:maj', 'Gb:maj']",[],,,,,
Lay Down Sally,Eric Clapton,4/4,"['A:maj', 'A:maj', 'D:maj', 'D:maj', 'A:maj', 'A:maj', 'D:maj', 'D:maj', 'A:7', 'A:7', 'A:7', 'A:7', 'A:maj', 'A:maj', 'D:maj', 'D:maj', 'A:maj', 'A:maj', 'D:maj', 'D:maj']","['A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7']","['A:maj', 'A:7', 'A:maj', 'A:maj']","['A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7', 'A:7']","['A:7', 'A:7', 'A:7', 'A:7']",1977,0.5,0.586,191.539,0.69
Unforgettable,Dinah Washington,12/8,[],"['C:maj7', 'C:maj7', 'C:maj7', 'B:aug', 'C:maj', 'Eb:dim', 'Eb:dim', 'C:maj7', 'C:maj7', 'C:maj7', 'B:aug', 'C:maj', 'Eb:dim', 'Eb:dim']","['C:maj', 'A:min', 'D:min7', 'G:7', 'C:maj', 'A:7', 'D:min7', 'G:9']",[],[],1961,0.19,0.214,94.571,0.322
Sidewalk Surfin',Jan & Dean,4/4,"['Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj']","['D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj']","['N', 'N', 'D:maj', 'D:maj']","['Bb:maj', 'Gb:maj', 'Ab:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj', 'Bb:maj', 'Gb:maj', 'Ab:maj', 'Bb:maj', 'Eb:maj', 'Eb:maj']",[],2014,0.618,0.827,137.551,0.54
Sweet Soul Music,Arthur Conley,4/4,"['C:maj', '(2/4)', 'N', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj']","['C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'N', 'F:maj', 'F:maj', 'C:maj', 'C:maj']","['C:maj', 'C:maj', 'C:maj', 'C:maj']","['C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj']",[],1967,0.659,0.965,80.201,0.59
Little Sister,Elvis Presley,4/4,"['E:maj', 'E:maj', 'E:maj']","['E:maj', 'E:maj', 'E:maj']",['E:maj'],"['B:maj', 'C:maj', 'B:maj', 'E:maj', 'E:maj', 'B:maj', 'C:maj', 'B:maj', 'E:maj', 'E:maj']",[],2022,0.619,0.902,139.6,0.602
The Bitch Is Back,Elton John,4/4,"['Eb:maj', 'Eb:maj', 'F:min', 'Db:maj', 'Eb:maj', 'Eb:maj', 'F:min', 'Db:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'F:min', 'Db:maj']","['Ab:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj']",['Ab:1'],"['Ab:maj', 'Gb:maj', 'Db:maj', 'Ab:maj', 'Gb:maj', 'Db:maj', 'Ab:maj', 'Gb:maj', 'Db:maj', 'Ab:maj', 'Gb:maj', 'Db:maj']","['Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5', 'Ab:maj', 'Ab:maj', 'Db:maj/5', 'Db:maj/5', 'Db:maj/5']",1974,0.86,0.943,132.865,0.586
Schoool's out,Alice Cooper,4/4,"['B:maj', 'B:maj', 'B:maj', 'B:maj', 'C#:maj', 'D:maj', 'D:maj', 'F#:min', 'F#:min7', 'B:maj/5', 'F#:min', 'F#:min7', 'B:maj/5', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'F#:min', 'F#:min7', 'B:maj/5', 'F#:min', 'F#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'F:min', 'Bb:min/5', 'Bb:min/5', 'F:min', 'F:min', 'Bb:min/5', 'F:min', 'F:min', 'F:min', 'Bb:min/5', 'Bb:min/5', 'F:min', 'F:min', 'Bb:min/5', 'F:min', 'F:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'F#:min', 'F#:min7', 'B:maj/5', 'F#:min', 'F#:min']","['D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min']","['D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min', 'D#:min', 'G#:maj/5', 'G#:maj/5', 'D#:min', 'D#:min', 'G#:maj/5', 'D#:min', 'D#:min']","['F#:min', 'E:maj', 'B:maj', 'B:maj', '&pause']","['G#:maj', 'G#:maj', 'E:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'F#:min', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj']",,,,,
Shadow Dancing,Andy Gibb,4/4,"['C:min7', 'F:7', 'Bb:maj7', 'G:min7', 'C:min7', 'D:7', 'G:min', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'C:min7', 'F:7', 'Bb:maj7', 'G:min7', 'C:min7', 'D:7', 'G:min', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'C:min7', 'F:7', 'Bb:maj7', 'G:min7', 'C:min7', 'D:7', 'G:min', 'G:1', 'G:1', 'G:1', 'G:1', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7']","['G:min7', 'F:maj', 'Eb:maj7', 'D:7', 'G:min7', 'F:maj', 'Eb:maj7', 'D:7']","['(2/4)', 'F:maj', 'Eb:maj', 'D:maj(9)', '(2/4)', 'Eb:maj', 'D:maj', 'C:min7', '(2/4)', 'C:min7', 'Bb:maj/3']","['G:min7', 'G:min7', 'G:min7', 'G:min7']","['(2/4)', 'F:maj', 'Eb:maj', 'D:maj(9)', '(2/4)', 'Eb:maj', 'D:maj', 'C:min7', '(2/4)', 'C:min7', 'Bb:maj/3']",1978,0.598,0.952,101.933,0.74
When It's Love,Van Halen,4/4,"['D:maj', 'A:maj', 'B:min', 'E:sus4', 'A:maj', 'D:maj', 'A:maj', 'B:min', 'E:sus4', 'A:maj', 'D:5', 'F:maj', 'G:5', 'A:min', 'D:5', 'F:maj', 'G:5', 'Bb:maj', 'Bb:maj', 'C:maj', 'D:maj', 'A:maj', 'B:min', 'E:sus4', 'A:maj']","['D:5', 'F:maj', 'G:5', 'A:min', 'D:5', 'F:maj', 'G:5', 'Bb:maj', 'Bb:maj', 'C:maj', 'D:5', 'F:maj', 'G:5', 'A:min', 'D:5', 'F:maj', 'G:5', 'Bb:maj', 'Bb:maj', 'C:maj']","['D:maj', 'A:maj', 'D:maj/3', 'G:maj']","['D:maj', 'A:maj', 'D:maj/3', 'G:maj']","['F:maj', 'G:maj', 'F:maj', 'G:maj', 'F:maj', 'G:maj', 'F:maj', 'G:maj']",1988,0.623,0.393,99.34,0.563
I Can't Drive 55,Sammy Hagar,4/4,"['A:5', 'A:5', 'E:5', 'E:5', 'A:5', 'A:5', 'E:5', 'E:5', 'A:5', 'A:5', 'E:5', 'E:5']","['E:5', 'E:5', 'E:5', 'E:5', 'E:5', 'E:5']",['N'],"['E:5', 'A:5', 'A:5', 'A:5', 'E:5', 'E:5', 'E:5', 'E:5', 'G:5', 'A:5', 'E:5', 'A:5', 'A:5', 'A:5', 'E:5', 'E:5', 'E:5', 'E:5', 'G:5', 'A:5']","['E:5', 'A:5', 'A:5', 'A:5', 'E:5', 'E:5', 'E:5', 'E:5', 'G:5', 'A:5', 'N', 'E:5', 'A:5', 'A:5', 'A:5', 'E:5', 'E:5', 'E:5', 'E:5', 'G:5', 'A:5', 'E:5', 'A:5', 'A:5', 'A:5', 'E:5', 'D:5', 'D:5']",1984,0.645,0.848,133.745,0.537
I Want To Take You Higher,Ike & Tina Turner,4/4,"['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)']","['Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', 'Ab:7(#9)', '(3/4)', 'Ab:7(#9)']",1996,0.854,0.909,116.89,0.585
There'll Never Be,Switch,4/4,"['E:min', 'C:min/b3', 'C:min/b3', 'C:min7/b3', 'C:min6/b3', 'G:maj/5', 'C#:hdim7', 'C:maj', 'B:min', 'E:min', 'A:9', 'A:9', 'E:min', 'C:min/b3', 'C:min/b3', 'C:min7/b3', 'C:min6/b3', 'G:maj/5', 'C#:hdim7', 'C:maj', 'B:min', 'E:min', 'A:9', 'A:9']","['G:maj7', 'E:min7', 'D:11', 'D:11', 'G:maj7', 'E:min7', 'D:11', 'D:11']","['D:11', 'D:11', 'G:maj7', 'E:min7', 'D:11', 'D:11', 'E:min', 'C:min/b3', 'C:min/b3', 'C:min7/b3', 'C:min6/b3', 'G:maj/5', 'C#:hdim7', 'C:maj', 'B:min', 'E:min', 'A:9', 'A:9']","['G:7', 'G:7/13', 'G:7/b7', 'G:7/b7', 'G:7', 'G:7/13', 'G:7/b7', 'G:7/b7']","['G:7', 'G:7/13', 'G:7/b7', 'G:7/b7']",,,,,
Sara Smile,Daryl Hall & John Oates,4/4,"['Bb:maj', 'C:maj', 'A:7(b9)/3', 'D:min7', 'Bb:maj', 'C:maj', 'Eb:7', 'D:min7', 'D:min7', 'A:min7', 'G:min7', 'G:min7', 'C:sus4(b7,9)', 'C#:9', 'D:min7', 'A:min7', 'G:min7', 'C:sus4(b7,9)', 'Bb:maj', 'C:maj', 'A:7(b9)/3', 'D:min7', 'Bb:maj', 'C:maj', 'Eb:7', 'D:min7', 'D:min7', 'A:min7', 'G:min7', 'G:min7', 'C:sus4(b7,9)', 'C#:9', 'D:min7', 'A:min7', 'G:min7', 'C:sus4(b7,9)', 'D:min7', 'A:min7', 'G:min7', 'G:min7', 'C:sus4(b7,9)', 'C#:9', 'D:min7', 'A:min7', 'G:min7', 'C:sus4(b7,9)']","['D:min7', 'A:min/b3', 'Bb:maj9', 'A:sus4(b7,9)', 'A:maj', 'D:min7', 'A:min/b3', 'Bb:maj9', 'A:sus4(b7,9)', 'A:maj']","['D:min7', 'A:min7', 'G:min7', 'C:sus4(b7,9)', 'D:min7', 'A:min7', 'G:min7', 'C:sus4(b7,9)']","['D:min7', 'A:min7', 'G:min7', 'G:min7', 'C:sus4(b7,9)', 'C#:9', 'D:min7', 'A:min7']","['G:min7', 'G:min7', 'C:maj', 'D:min9', 'F:maj', 'F:maj', 'Bb:maj', 'C#:dim']",1975,0.398,0.204,150.038,0.592
